Id,MSZoning,LotArea,OverallQual,OverallCond,YearBuilt,ExterQual,TotalBsmtSF,GrLivArea,SalePrice,BedroomAbvGr,FullBath,HalfBath,Fireplaces,GarageCars,GarageArea,PoolArea
1353,RM,6000,6,9,1937,Gd,698,1176,134900,5,2,0,1,3,403,1
1354,RL,14720,8,5,1995,Gd,2033,3238,410000,3,3,1,0,2,244,0
1355,RL,10316,7,5,2000,Gd,992,1865,235000,3,3,0,0,3,438,0
1356,RL,10192,7,6,1968,TA,570,1920,170000,4,2,0,0,1,451,1
1357,RL,9477,5,5,1966,TA,864,892,110000,1,2,0,1,2,478,0
1358,RL,12537,5,6,1971,TA,1078,1078,149900,5,2,0,1,1,260,0
1359,FV,2117,6,5,2000,Gd,756,1573,177500,3,3,1,1,3,219,1
1360,RL,16737,9,5,2004,Gd,1980,1980,315000,5,2,0,0,1,313,0
1361,RL,9842,5,6,1921,TA,612,2601,189000,3,1,0,0,3,348,1
1362,RL,16158,7,5,2005,Gd,1530,1530,260000,3,3,0,1,1,490,0
1363,RL,12513,4,4,1920,TA,715,1738,104900,5,3,1,1,3,150,0
1364,RL,8499,6,5,2006,TA,616,1412,156932,3,1,0,0,2,419,1
1365,FV,3180,7,5,2005,Gd,600,1200,144152,3,3,1,0,3,442,1
1366,FV,7500,7,5,2000,Gd,814,1674,216000,2,3,0,1,1,129,1
1367,RL,9179,7,5,1999,Gd,873,1790,193000,3,3,0,0,1,476,1
1368,RM,2665,5,6,1977,TA,757,1475,127000,2,3,0,0,1,207,1
1369,RM,4435,6,5,2003,Gd,848,848,144000,5,2,0,0,3,269,1
1370,RL,10635,8,5,2003,Gd,1657,1668,232000,3,1,1,0,1,239,0
1371,RL,5400,4,6,1920,Fa,840,1374,105000,2,1,1,1,1,269,1
1372,RL,9600,6,6,1955,TA,992,1661,165500,4,1,1,1,2,265,1
1373,RL,9750,7,6,1998,TA,1108,2097,274300,5,1,1,1,3,394,1
1374,RL,11400,10,5,2001,Ex,2633,2633,466500,3,2,1,1,3,292,1
1375,FV,10625,7,5,2005,Gd,1026,1958,250000,3,2,1,1,3,429,1
1376,RL,10991,8,5,2007,Gd,1571,1571,239000,4,3,0,1,1,393,1
1377,RL,6292,6,5,1930,TA,768,790,91000,2,1,1,1,3,326,1
1378,RL,10998,5,5,1941,TA,984,1604,117000,4,1,0,0,3,401,0
1379,RM,1953,6,5,1973,TA,483,987,83000,4,3,1,1,3,349,0
1380,RL,9735,5,5,2006,TA,384,1394,167500,5,1,0,1,2,359,1
1381,RL,8212,3,3,1914,TA,864,864,58500,4,3,1,1,3,116,1
1382,RL,12925,6,7,1970,TA,1205,2117,237500,1,2,0,0,1,312,1
1383,RM,7200,7,7,1920,TA,596,1762,157000,1,1,1,1,3,212,1
1384,RL,25339,5,7,1918,TA,816,1416,112000,1,3,1,0,3,292,0
1385,RL,9060,6,5,1939,TA,560,1258,105000,5,1,0,1,3,216,1
1386,RM,5436,4,8,1922,TA,796,1154,125500,4,3,1,0,3,180,0
1387,RL,16692,7,5,1978,TA,1392,2784,250000,5,1,1,0,2,150,1
1388,RM,8520,6,7,1916,TA,714,2526,136000,5,2,1,0,3,238,0
1389,RL,14892,9,5,2006,Ex,1746,1746,377500,2,3,1,0,3,278,1
1390,RM,6000,6,6,1941,TA,735,1218,131000,5,3,1,1,1,411,1
1391,RL,9100,7,5,2000,Gd,1525,1525,235000,3,3,1,1,3,416,0
1392,RL,8944,5,5,1967,TA,1584,1584,124000,2,3,0,1,1,375,1
1393,RL,7838,5,5,1967,TA,864,900,123000,2,2,0,0,3,215,1
1394,RM,10800,6,7,1905,TA,482,1912,163000,3,2,0,0,1,387,0
1395,RL,4045,7,5,2006,Gd,1356,1500,246578,2,2,1,1,3,389,1
1396,RL,12665,8,5,2005,Gd,1094,2482,281213,1,3,0,0,1,154,1
1397,RL,57200,5,5,1948,TA,747,1687,160000,5,2,1,0,1,487,0
1398,RM,6120,5,8,1920,TA,939,1513,137500,2,3,1,1,2,448,0
1399,RL,7200,5,4,1950,TA,1208,1904,138000,2,1,0,1,2,408,0
1400,RL,6171,6,6,1925,TA,976,1608,137450,1,3,0,1,3,207,1
1401,RM,6000,6,7,1929,TA,862,1158,120000,4,3,1,1,2,214,1
1402,RL,7415,6,5,2004,TA,839,1593,193000,1,3,1,1,3,104,0
1403,RL,6762,7,5,2006,Gd,1286,1294,193879,4,2,1,0,3,266,1
1404,RL,15256,8,5,2007,Gd,1485,1464,282922,2,3,1,1,2,354,0
1405,RL,10410,3,4,1915,TA,672,1214,105000,3,1,0,0,3,408,1
1406,RM,3842,8,5,2004,Gd,1594,1646,275000,4,2,1,0,1,154,0
1407,RL,8445,5,7,1972,TA,768,768,133000,3,3,0,1,3,371,1
1408,RL,8780,5,5,1985,TA,833,833,112000,1,1,1,0,2,195,1
1409,RM,7740,4,7,1910,TA,622,1363,125500,2,1,0,0,1,430,0
1410,RL,20544,7,6,1986,TA,791,2093,215000,5,1,0,0,2,248,1
1411,RL,12420,7,5,2001,Gd,944,1840,230000,5,3,1,1,1,291,1
1412,RL,9600,6,8,1950,TA,856,1668,140000,4,1,1,1,2,105,0
1413,RL,7200,4,5,1949,TA,0,1040,90000,5,2,0,1,3,153,0
1414,RL,10994,8,5,2005,Gd,1844,1844,257000,5,1,0,1,2,345,1
1415,RL,13053,6,7,1923,TA,833,1848,207000,3,2,1,1,3,351,1
1416,RL,3635,7,5,2007,Gd,1386,1569,175900,5,3,0,1,2,214,1
1417,RM,11340,4,6,1885,TA,777,2290,122500,2,1,1,1,2,395,1
1418,RL,16545,8,5,1998,Gd,1284,2450,340000,2,2,0,1,1,363,0
1419,RL,9204,5,5,1963,TA,1144,1144,124000,5,1,0,0,2,347,0
1420,RL,16381,6,5,1969,Gd,1844,1844,223000,2,3,1,1,3,197,1
1421,RL,11700,6,6,1968,TA,708,1416,179900,1,2,1,0,2,108,0
1422,RL,4043,6,5,1977,TA,1069,1069,127500,1,2,0,1,1,304,0
1423,RM,4435,6,5,2003,Gd,848,848,136500,1,1,0,1,1,210,1
1424,RL,19690,6,7,1966,Gd,697,2201,274970,4,3,1,1,3,321,1
1425,RL,9503,5,5,1958,TA,1024,1344,144000,5,2,1,0,3,132,0
1426,RL,10721,6,6,1959,Gd,1252,1252,142000,1,2,1,1,3,186,1
1427,RL,10944,7,5,1994,Gd,1223,2127,271000,4,3,0,1,3,264,1
1428,RL,10930,5,6,1945,TA,913,1558,140000,4,2,1,0,2,369,0
1429,RM,7200,5,7,1940,TA,788,804,119000,5,3,0,1,1,335,1
1430,RL,12546,6,7,1981,Gd,1440,1440,182900,4,3,0,0,2,436,0
1431,RL,21930,5,5,2005,Gd,732,1838,192140,3,1,0,0,1,139,0
1432,RL,4928,6,6,1976,TA,958,958,143750,4,3,1,1,2,113,0
1433,RL,10800,4,6,1927,TA,656,968,64500,5,3,0,1,1,159,0
1434,RL,10261,6,5,2000,TA,936,1792,186500,4,3,0,1,1,263,1
1435,RL,17400,5,5,1977,TA,1126,1126,160000,4,3,0,1,2,478,1
1436,RL,8400,6,9,1962,Gd,1319,1537,174000,5,3,0,0,1,418,1
1437,RL,9000,4,6,1971,TA,864,864,120500,5,3,1,0,3,142,0
1438,RL,12444,8,5,2008,Ex,1932,1932,394617,5,1,0,1,3,304,1
1439,RM,7407,6,7,1957,TA,912,1236,149700,1,2,1,1,1,353,0
1440,RL,11584,7,6,1979,TA,539,1725,197000,4,1,0,0,2,409,1
1441,RL,11526,6,7,1922,TA,588,2555,191000,2,3,1,1,1,394,1
1442,RM,4426,6,5,2004,Gd,848,848,149300,3,2,1,1,1,142,0
1443,FV,11003,10,5,2008,Ex,1017,2007,310000,4,2,0,0,3,394,0
1444,RL,8854,6,6,1916,TA,952,952,121000,1,1,0,0,2,443,1
1445,RL,8500,7,5,2004,Gd,1422,1422,179600,4,3,1,0,3,345,1
1446,RL,8400,6,5,1966,TA,814,913,129000,3,2,1,0,3,340,0
1447,RL,26142,5,7,1962,TA,1188,1188,157900,5,2,0,1,1,266,0
1448,RL,10000,8,5,1995,Gd,1220,2090,240000,5,1,0,0,3,495,0
1449,RL,11767,4,7,1910,TA,560,1346,112000,1,3,1,0,2,140,1
1450,RM,1533,5,7,1970,TA,630,630,92000,1,2,0,0,3,494,0
1451,RL,9000,5,5,1974,TA,896,1792,136000,2,3,1,1,1,129,1
1452,RL,9262,8,5,2008,Gd,1573,1578,287090,4,3,0,1,2,265,0
1453,RM,3675,5,5,2005,TA,547,1072,145000,1,2,0,0,1,103,1
1454,RL,17217,5,5,2006,TA,1140,1140,84500,5,2,1,1,1,271,0
1455,FV,7500,7,5,2004,Gd,1221,1221,185000,4,3,0,0,1,438,1
1456,RL,7917,6,5,1999,TA,953,1647,175000,2,3,0,1,1,185,1
1457,RL,13175,6,6,1978,TA,1542,2073,210000,2,1,1,0,1,431,1
1458,RL,9042,7,9,1941,Ex,1152,2340,266500,3,1,1,1,3,383,0
1459,RL,9717,5,6,1950,TA,1078,1078,142125,2,3,0,1,3,115,0
1460,RL,9937,5,6,1965,Gd,1256,1256,147500,3,3,1,1,1,428,1
